Video ID,Hinglish Text,Hindi Text,Label,Start time,End time,
e4_s1_u10,That I have this thing where I grow older but just never wiser,डेट आई हैव डिस थिंग वेयर आई ग्रो ओल्डर बूत जस्ट नेवर वाइसेर,Explain,00:31.7,00:34.5,
e4_s1_u11,Ye kisne sikhaya?,ये किसने सिखाया?,Other,00:34.6,00:35.7,
e4_s1_u12,Taylor,टेलर,Other,00:35.4,00:36.7,
e4_s1_u13,Taylor kaun?,टेलर कौन?,Other,00:36.2,00:38.3,
e4_s1_u14,Swift,स्विफ्ट,Other,00:38.5,00:39.8,
e4_s1_u15,Main pooch rahi hu class mein kya seekha?,मै पूछ रही हु क्लास में क्या सीखा?,Other,00:40.3,00:42.9,
e4_s1_u16,Haan to main class mein hi thi na jab seekha. Headphone laga ke Taylor didi ko hi to sun rahi thi,हाँ तो मै क्लास में ही थी ना जब सीखा। हैडफ़ोन लगा के टेलर दीदी को ही तो सुन रही थी।,Explain,00:42.9,00:47.1,
e4_s1_u17,Tu fail hogi,तू फ़ैल होगी,Other,00:48.3,00:50.1,
e4_s1_u18,"Chance hi nahi hai, mai first bencher hu","चांस ही नहीं है, मै फर्स्ट बेंचेर हु",Oppose,00:49.6,00:52.5,
e4_s1_u19,Tum? First bencher?,तुम? फर्स्ट बेंचेर?,Doubt,00:52.0,00:54.8,
e4_s1_u20,"Haan, charging point hi waha hai","हाँ, चार्जिंग पॉइंट ही वाहा है",Joke,00:54.7,00:57.2,
e4_s1_u21,"Matlab baat sirf teen saal ki nahi hai, aage bhi mujhe hi tujhe paalna hai? Great!","मतलब बात सिर्फ तीन साल की नहीं है, आगे भी मुझे ही तुझे पालना है? ग्रेट!",Taunt,00:57.6,01:05.5,
e4_s1_u22,I thought ye understood tha,आई थॉट ये अंडरस्टुड था,Other,01:06.1,01:08.6,
e4_s1_u23,"Ek to na zara dekh ke angoor liya karo, aadhe se zyada to sade hain","एक तो ना ज़रा देख के अंगूर लिए करो, आधे से ज़्यादा तो सड़े है",Complain,01:08.6,01:12.2,
e4_s1_u24,"Bhai! Ghar to ganda karti hai, zaroori hai ki building ko bhi karo?","भाई! घर तो गन्दा करती है, ज़रूरी है की बिल्डिंग को भी करो?",Complain,01:12.0,01:16.2,
e4_s1_u25,Sabko pata hai ki that a clean building is a reflection of its responsible residents,सबको पता है की डेट आ क्लीन बिल्डिंग इस आ रिफ्लेक्शन ऑफ़ इतस रेस्पोंसिबल रेसिडेंट्स,Inform,01:16.4,01:21.3,
e4_s1_u26,"Trust me, Antara, kisi bhi interesting insaan ko ye baat nahi pata.","ट्रस्ट में अनतारा, किसी भी इंटरेस्टिंग इंसान को ये बात नहीं पता",Oppose,01:21.1,01:25.7,
e4_s1_u27,"Aunty, yahan mat aana, nahi dekha jayega tumse.","आंटी, यहाँ मत आना, नहीं देखा जाएगा तुमसे।",Taunt,01:31.1,01:36.4,
e4_s1_u28,Yaar ye to mere standard se bhi ganda hai,यार ये तो मेरे स्टैण्डर्ड से भी गन्दा है,Other,01:36.7,01:39.3,
e4_s1_u29,Kaun hai ye? Isse kuch bolna padega,कौन है ये? इससे कुछ बोलना पड़ेगा,Other,01:39.5,01:42.2,
e4_s1_u30,"Rehne de na Mahi, ghar chal","रहने दे ना माही, घर चल",Oppose,01:41.8,01:44.5,
e4_s1_u31,Are aise kaise rehne de?,अरे ऐसे कैसे रहने दे?,Emphasize,01:44.9,01:46.2,
e4_s1_u32,"Tune hi to abhi bola, ek clean building pe hi ek responsible resident apna reflection dekh sakta hai","तूने ही तो अभी बोलै, एक क्लीन बिल्डिंग पे ही एक रेस्पोंसिबल रेजिडेंट अपना रिफ्लेक्शन देख सकता है",Other,01:46.4,01:50.4,
e4_s1_u33,Tu ye baat isse bol,तू ये बात इससे बोल,Other,01:50.5,01:51.9,
e4_s1_u34,"Rehne de na Mahi, ye building mein naya aaya hai, nahi pata hoga bechare ko","रहने दे ना माहि, ये बिल्डिंग में नया आया है, नहीं पता होगा बेचारे को",Other,01:52.2,01:56.3,
e4_s1_u35,Tujhe kaise pata ye bechara hai?,तुझे कैसे पता ये बेचारा है?,Doubt,01:56.7,01:58.5,
e4_s1_u36,"Nahi yaar, this is unacceptable","नहीं यार, डिस इस उनएक्सेप्टएबल",Oppose,01:59.8,02:02.5,
e4_s1_u37,"Ae, delivery wale nahi hai hum","ऐ, डिलीवरी वाले नहीं है हम।",Oppose,02:34.1,02:36.5,
e4_s1_u38,Second floor pe rehte hai,सेकंड फ्लोर पे रहते है,Inform,02:36.3,22:37.4,
e4_s1_u39,"Tumse kuch bolna tha, Antara, bolo.","तुमसे कुछ बोलना था, अंतरा, बोल।",Other,02:37.2,02:39.9,
e4_s1_u40,Ye jo tumne kachra phaila rakha hai,ये जो तुमने कचरा फैला रखा है,Criticize,02:43.3,02:43.8,
e4_s1_u41,If you don’t mind,इफ यू डोंट माइंड,Care,02:46.2,02:47.5,
e4_s1_u42,Aise nahi chalega,ऐसे नहीं चलेगा,Refuse,02:49.3,02:51.0,
e4_s1_u43,If it’s not too much trouble,इफ इतस नॉट तू मच ट्रबल,Care,02:51.2,02:54.1,
e4_s1_u44,Hata do!,हटा दो!,Emphasize,02:54.4,02:56.2,
e4_s1_u45,Please,प्लीज,Other,02:56.3,02:57.6,
e4_s1_u46,Sure,स्योर,Other,02:59.0,03:00.4,
e4_s1_u47,Thank you,थैंक यू,Other,03:02.3,03:04.4,
e4_s2_u1,Bas kar yaar,बस कर यार,Complain,03:34.5,03:36.8,
e4_s2_u2,Kab se chal raha hai?,कब से चल रहा है?,Other,03:37.2,03:39.6,
e4_s2_u3,I have no idea what you are talking about,आई हैव नो आईडिया व्हाट यू अरे टॉकिंग अबाउट,Refuse,03:39.6,03:42.0,
e4_s2_u4,I will believe you jab tum har reflective surface pe apne aap ko nihaarna band karogi.,आई विल बेलीव यू जब तुम हर रिफ्लेक्टिव सरफेस पे अपने आप को निहारना बंद करोगी।,Other,03:42.6,03:46.7,
e4_s2_u5,"Mahi kuch bhi nahi hai, it’s nothing!","माहि कुछ भी नहीं है, इतस नथिंग !",Emphasize,03:47.6,03:50.1,
e4_s2_u6,"Accha, toh phir sabzi kharidne apni best bra pehen ke kyun gayi thi?","अच्छा, तो फिर सब्जी खरीदने अपनी बेस्ट ब्रा पेहेन के क्यों गयी थी?",Other,03:50.2,03:55.1,
e4_s2_u7,Aurat apne mann pasand aadmi ke liye hi apni best bra ghisti hai,औरत अपने मन पसंद आदमी के लिए ही अपनी बेस्ट ब्रा घिसती है,Explain,03:54.7,03:58.3,
e4_s2_u8,Tune meri bra kab dekhi?,तूने मेरी बरा कब देखि?,Other,03:58.5,04:00.4,
e4_s2_u9,Aur tu kuch bhi bol rahi hai?,और तू कुछ भी बोल रही है?,Other,03:59.8,04:01.7,
e4_s2_u10,I am a 27 year old focused girl,आई ऍम आ २७ ईयर ओल्ड फोकस्ड गर्ल,Emphasize,04:01.6,04:03.9,
e4_s2_u11,Pathetic,पैथेटिक,Criticize,04:14.8,04:16.1,
e4_s2_u12,Naam kya hai?,नाम क्या है?,Other,04:17.7,04:19.5,
e4_s2_u13,Pata nahi,पता नहीं,Other,04:19.2,04:20.8,
e4_s2_u14,Toh itne dino se bas aahein bhar rahi thi?,तो इतने दिनों से बस आहे भर रही थी?,Other,04:20.3,04:22.8,
e4_s2_u15,It’s called flirting,इतस कॉल्ड फ़्लर्टइंग,Inform,04:23.4,04:24.6,
e4_s2_u16,It’s called breathing!,इतस कॉल्ड ब्रीथिंग!,Emphasize,04:24.5,04:26.2,
e4_s2_u17,"Chalo, baat ab yahan tak pahunch hi gayi hai toh, sleeping arrangements kya hongi?","चलो, बात अब यहाँ तक पहुंच ही गयी है तो, स्लीपिंग अरेंजमेन्ट्स क्या होंगी ?",Other,04:26.3,04:31.2,
e4_s2_u18,Kya matlab?,क्या मतलब?,Doubt,04:31.1,04:32.4,
e4_s2_u19,Oh God! Did no one have “the talk” with you?,ओह गॉड! डिड नो ओने हैवे डा टॉक विथ यू?,Other,04:32.3,04:35.8,
e4_s2_u20,"Dekho Antara, jab ek ladki ladka milte hain, and if they love each other very much, aur if they are drunk, sometimes they go into a bed…","देखो अन्तरा , जब एक लड़की लड़का मिलते है, एंड इफ दे लव एच इतर वैरी मच, और इफ दे आर ड्रंक, समटाइम्स दे जो ईंटो आ बेड",Explain,04:37.8,04:46.0,
e4_s2_u21,"Mahi, shut up!",माहि शट अप!,Criticize,04:46.6,04:48.0,
e4_s2_u22,"When you get a guy over, toh main kahan soongi?","व्हेन यू गेत आ गाए ओवर, तो मई कहा सोऊंगी?",Other,04:52.1,04:54.1,
e4_s2_u23,Isliye keh rahi hoon ke bed le lete hain,इसलिए कह रही हु के बेड ले लेते है,Advise,05:01.7,05:03.5,
e4_s2_u24,Extra bed ki jagah nahi hai,एक्स्ट्रा बेड की जगह नहीं है,Inform,05:03.3,05:04.8,
e4_s2_u25,Toh bana lenge!,तो बना लेंगे !,Other,05:04.8,05:06.3,
e4_s2_u26,"Iski naubat nahi aayegi, Mahi",इसकी नौबत नहीं आएगी माहि,Emphasize,05:16.9,05:19.4,
e4_s2_u27,"Tujhpe chhod diya toh definitely nahi aayegi, toh leave it on me","तुझपे छोड़ दिया तो डेफिनिटेली नहीं आएगी, तो लीव इट ऑन मी",Taunt,05:19.7,05:23.3,
e4_s2_u28,Tu kuch nahi karegi,तू कुछ नहीं करेगी,Warn,05:22.8,05:24.8,
e4_s2_u29,Naam hai Manav,नाम है मानव,Inform,05:26.7,05:28.3,
e4_s2_u30,Abhi society group mein add hua hai,अभी सोसाइटी ग्रुप में ऐड हुआ है,Inform,05:28.7,05:32.3,
e4_s2_u31,DP mein shirtless hai,डी पी में शरट्लेस है,Inform,05:32.7,05:34.8,
e4_s2_u32,Status French mein hai,स्टेटस फ्रेंच में है,Inform,05:35.9,05:38.0,
e4_s2_u33,Aur bolu?,और बोलू?,Other,05:39.1,05:41.1,
e4_s2_u34,Society group mein pooch raha hai paani kyun nahi aa raha,सोसाइटी ग्रुप में पूछ रहा है पानी क्यों नहीं आ रहा,Inform,05:43.0,05:45.5,
e4_s2_u35,Main ek balti paani pahucha ke aati hoon,मैं एक बाल्टी पानी पंहुचा के आती हु,Arrange,05:46.4,05:48.5,
e4_s2_u36,Tu uske message ka reply kar,तू उसके मैसेज का रिप्लाई कर,Advise,05:50.0,05:51.9,
e4_s2_u37,Phir uske naam ke niche tera naam aayega,फिर उसके नाम के निचे तेरा नाम आएगा,Explain,05:52.1,05:54.7,
e4_s2_u38,"Phir woh sochega, Antara kaun hai",फिर वो सोचेगा अन्तरा कौन है,Explain,05:54.8,05:57.1,
e4_s2_u39,"Next thing you know, you both are fighting ki bacche ko kis school mein daalna hai",नेक्स्ट थिंग यू नो यू बोथ अरे फाइटिंग की बच्चे को किस स्कूल में डालना है,Explain,05:58.1,06:01.2,
